"Station Name","MONTREAL/ST-HUBERT"
"Province","QUEBEC"
"Latitude","45.52"
"Longitude","-73.42"
"Elevation","27.40"
"Climate Identifier","7027329"
"WMO Identifier","71371"
"TC Identifier","YHU"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-09-29 04:00","2015","09","29","04:00","‡","18.3","","18.3","","100","","19","","9","","16.1","","101.09","","","","","","NA"
"2015-09-29 05:00","2015","09","29","05:00","‡","18.7","","18.7","","100","","19","","9","","16.1","","101.10","","","","","","NA"
"2015-09-29 06:00","2015","09","29","06:00","‡","18.8","","18.8","","100","","19","","9","","16.1","","101.12","","","","","","NA"
"2015-09-29 07:00","2015","09","29","07:00","‡","19.0","","19.0","","100","","19","","13","","16.1","","101.11","","","","","","NA"
"2015-09-29 08:00","2015","09","29","08:00","‡","19.7","","19.4","","98","","18","","13","","16.1","","101.12","","","","","","NA"
"2015-09-29 09:00","2015","09","29","09:00","‡","20.1","","19.6","","97","","18","","13","","16.1","","101.12","","27","","","","NA"
"2015-09-29 10:00","2015","09","29","10:00","‡","21.0","","20.0","","94","","22","","8","","16.1","","101.10","","29","","","","NA"
"2015-09-29 11:00","2015","09","29","11:00","‡","21.9","","20.4","","91","","21","","11","","16.1","","101.05","","30","","","","NA"
"2015-09-29 12:00","2015","09","29","12:00","‡","22.5","","19.7","","84","","22","","15","","16.1","","101.00","","30","","","","NA"
"2015-09-29 13:00","2015","09","29","13:00","‡","23.3","","20.0","","82","","18","","13","","16.1","","100.90","","31","","","","NA"
"2015-09-29 14:00","2015","09","29","14:00","‡","22.9","","20.2","","84","","19","","18","","16.1","","100.88","","31","","","","NA"
"2015-09-29 15:00","2015","09","29","15:00","‡","23.6","","19.6","","78","","18","","18","","16.1","","100.82","","31","","","","NA"
"2015-09-29 16:00","2015","09","29","16:00","‡","23.0","","19.8","","82","","18","","13","","16.1","","100.82","","30","","","","Rain"
"2015-09-29 17:00","2015","09","29","17:00","‡","15.9","","15.9","","100","","1","","22","","16.1","","101.01","","","","","","Rain"
"2015-09-29 18:00","2015","09","29","18:00","‡","15.0","","14.8","","98","","2","","18","","8.1","","101.12","","","","","","Rain,Fog"
"2015-09-29 19:00","2015","09","29","19:00","‡","14.2","","14.2","","100","","1","","11","","16.1","","101.21","","","","","","Rain"
"2015-09-29 20:00","2015","09","29","20:00","‡","14.3","","14.3","","100","","3","","9","","16.1","","101.25","","","","","","Rain"
"2015-09-29 21:00","2015","09","29","21:00","‡","14.0","","13.7","","98","","6","","8","","16.1","","101.29","","","","","","Rain"
"2015-09-29 22:00","2015","09","29","22:00","‡","12.9","","12.9","","100","","6","","9","","16.1","","101.33","","","","","","Rain"
"2015-09-29 23:00","2015","09","29","23:00","‡","12.5","","12.5","","100","","3","","5","","16.1","","101.36","","","","","","Rain"
"2015-09-30 00:00","2015","09","30","00:00","‡","12.5","","12.5","","100","","4","","5","","16.1","","101.40","","","","","","Rain"
"2015-09-30 01:00","2015","09","30","01:00","‡","12.5","","12.5","","100","","2","","8","","16.1","","101.40","","","","","","Rain"
"2015-09-30 02:00","2015","09","30","02:00","‡","12.4","","12.4","","100","","2","","13","","16.1","","101.36","","","","","","Rain"
"2015-09-30 03:00","2015","09","30","03:00","‡","10.9","","10.8","","99","","1","","24","","16.1","","101.37","","","","","","Rain"
"2015-09-30 04:00","2015","09","30","04:00","‡","10.2","","10.1","","99","","2","","22","","16.1","","101.38","","","","","","Rain"
"2015-09-30 05:00","2015","09","30","05:00","‡","10.0","","9.7","","98","","1","","26","","16.1","","101.39","","","","","","Rain"
"2015-09-30 06:00","2015","09","30","06:00","‡","9.5","","9.1","","97","","2","","24","","16.1","","101.37","","","","","","Rain"
"2015-09-30 07:00","2015","09","30","07:00","‡","9.5","","8.8","","95","","1","","26","","16.1","","101.42","","","","","","Rain"
"2015-09-30 08:00","2015","09","30","08:00","‡","9.5","","8.9","","96","","2","","28","","16.1","","101.44","","","","","","Rain"
"2015-09-30 09:00","2015","09","30","09:00","‡","9.9","","8.9","","93","","1","","26","","16.1","","101.41","","","","","","NA"
"2015-09-30 10:00","2015","09","30","10:00","‡","9.6","","9.2","","97","","1","","28","","16.1","","101.44","","","","","","Rain"
"2015-09-30 11:00","2015","09","30","11:00","‡","9.4","","9.1","","98","","2","","37","","16.1","","101.39","","","","","","NA"
"2015-09-30 12:00","2015","09","30","12:00","‡","10.0","","7.1","","82","","2","","32","","16.1","","101.45","","","","","","NA"
"2015-09-30 13:00","2015","09","30","13:00","‡","9.5","","8.3","","92","","2","","35","","16.1","","101.45","","","","","","Rain"
"2015-09-30 14:00","2015","09","30","14:00","‡","10.8","","5.9","","72","","2","","35","","16.1","","101.56","","","","","","NA"
"2015-09-30 15:00","2015","09","30","15:00","‡","11.1","","5.3","","67","","3","","34","","16.1","","101.54","","","","","","NA"
"2015-09-30 16:00","2015","09","30","16:00","‡","11.3","","5.1","","66","","3","","24","","16.1","","101.65","","","","","","NA"
"2015-09-30 17:00","2015","09","30","17:00","‡","11.1","","4.3","","63","","1","","26","","16.1","","101.72","","","","","","NA"
"2015-09-30 18:00","2015","09","30","18:00","‡","11.0","","4.6","","64","","1","","26","","16.1","","101.80","","","","","","NA"
"2015-09-30 19:00","2015","09","30","19:00","‡","10.5","","3.8","","63","","1","","32","","16.1","","101.85","","","","","","NA"
"2015-09-30 20:00","2015","09","30","20:00","‡","10.1","","3.7","","64","","36","","24","","16.1","","101.94","","","","","","NA"
"2015-09-30 21:00","2015","09","30","21:00","‡","9.7","","3.5","","65","","1","","21","","16.1","","101.96","","","","","","NA"
"2015-09-30 22:00","2015","09","30","22:00","‡","9.3","","3.2","","65","","2","","21","","16.1","","102.02","","","","","","NA"
"2015-09-30 23:00","2015","09","30","23:00","‡","8.8","","2.9","","67","","1","","18","","16.1","","102.05","","","","","","NA"
